Date,Score
2014-09-10,-0.908925295
2014-09-11,-0.170448303
2014-09-12,-0.293065131
2014-09-15,-0.068664804
2014-09-16,-0.031785443
2014-09-17,0.6256935
2014-09-18,#N/A
2014-09-19,0.116530694
2014-09-22,0.030609336
2014-09-23,#N/A
2014-09-24,-0.020550588
2014-09-25,-0.716403365
2014-09-26,-0.313402742
2014-09-29,-0.88384819
2014-09-30,0.793410838
2014-10-01,0.050289705
2014-10-02,0.567768574
2014-10-03,0.039000746
2014-10-06,-0.149111152
2014-10-07,0.000839086
2014-10-08,-0.966243625
2014-10-09,-0.859242797
2014-10-10,-0.895617247
2014-10-13,0.300094306
2014-10-14,#N/A
2014-10-15,-0.91696924
2014-10-16,0.017019238
2014-10-17,#N/A
2014-10-20,-0.01487736
2014-10-21,-0.187459022
2014-10-22,#N/A
2014-10-23,0.208605379
2014-10-24,0.28074497
2014-10-27,-0.842256486
2014-10-28,0.046381708
2014-10-29,#N/A
2014-10-30,#N/A
2014-10-31,#N/A
2014-11-03,0.064668439
2014-11-04,0.376567721
2014-11-05,#N/A
2014-11-06,#N/A
2014-11-07,#N/A
2014-11-10,#N/A
2014-11-11,0.84577173
2014-11-12,0.137467116
2014-11-13,#N/A
2014-11-14,#N/A
2014-11-17,-0.067626789
2014-11-18,#N/A
2014-11-19,-0.010193599
2014-11-20,0.426727772
2014-11-21,#N/A
2014-11-24,-0.169717014
2014-11-25,0.176658809
2014-11-26,#N/A
2014-11-28,#N/A
2014-12-01,-0.770603538
2014-12-02,-0.921097338
2014-12-03,#N/A
2014-12-04,#N/A
2014-12-05,-0.697262526
2014-12-08,#N/A
2014-12-09,#N/A
2014-12-10,0.181114644
2014-12-11,#N/A
2014-12-12,#N/A
2014-12-15,0.045714572
2014-12-16,-0.317186952
2014-12-17,#N/A
2014-12-18,#N/A
2014-12-19,-0.562862337
2014-12-22,#N/A
2014-12-23,0.12775299
2014-12-24,#N/A
2014-12-26,#N/A
2014-12-29,#N/A
2014-12-30,-0.001845568
2014-12-31,-0.655132115
2015-01-02,#N/A
2015-01-05,0.028669134
2015-01-06,0.403193772
2015-01-07,-0.724692404
2015-01-08,0.916926742
2015-01-09,#N/A
2015-01-12,0.622374058
2015-01-13,-0.959949672
2015-01-14,-0.07150431
2015-01-15,-0.944961548
2015-01-16,#N/A
2015-01-20,#N/A
2015-01-21,#N/A
2015-01-22,0.020999094
2015-01-23,#N/A
2015-01-26,0.312370121
2015-01-27,0.081170723
2015-01-28,0.791710734
2015-01-29,0.451493084
2015-01-30,#N/A
2015-02-02,0.028767563
2015-02-03,#N/A
2015-02-04,0.099320978
2015-02-05,#N/A
2015-02-06,#N/A
2015-02-09,#N/A
2015-02-10,-0.0250929
2015-02-11,-0.397260755
2015-02-12,#N/A
2015-02-13,-0.061455235
2015-02-17,0.200778946
2015-02-18,#N/A
2015-02-19,0.200745285
2015-02-20,#N/A
2015-02-23,-0.213099688
2015-02-24,#N/A
2015-02-25,-0.783803761
2015-02-26,0.039581254
2015-02-27,-0.83798784
2015-03-02,#N/A
2015-03-03,0.022693463
2015-03-04,-0.949163616
2015-03-05,-0.884013832
2015-03-06,-0.536466002
2015-03-09,0.047128666
2015-03-10,0.589499891
2015-03-11,-0.784916997
2015-03-12,#N/A
2015-03-13,#N/A
2015-03-16,-0.002666743
2015-03-17,#N/A
2015-03-18,#N/A
2015-03-19,#N/A
2015-03-20,0.050186791
2015-03-23,-0.953879178
2015-03-24,0.060759496
2015-03-25,#N/A
2015-03-26,0.696640193
2015-03-27,0.055639818
2015-03-30,0.41628781
2015-03-31,#N/A
2015-04-01,0.842937589
2015-04-02,#N/A
2015-04-06,#N/A
2015-04-07,0.038059864
2015-04-08,-0.856646061
2015-04-09,-0.967638612
2015-04-10,-0.934875131
2015-04-13,0.508798361
2015-04-14,0.060555451
2015-04-15,#N/A
2015-04-16,0.081770152
2015-04-17,0.136489168
2015-04-20,#N/A
2015-04-21,#N/A
2015-04-22,#N/A
2015-04-23,-0.765321255
2015-04-24,#N/A
2015-04-27,0.122718602
2015-04-28,0.313509375
2015-04-29,-0.037171829
2015-04-30,#N/A
2015-05-01,#N/A
2015-05-04,#N/A
2015-05-05,#N/A
2015-05-06,0.039511845
2015-05-07,0.04733799
2015-05-08,#N/A
2015-05-11,-0.962250412
2015-05-12,#N/A
2015-05-13,0.091723412
2015-05-14,0.91320616
2015-05-15,#N/A
2015-05-18,-0.559276819
2015-05-19,-0.839719594
2015-05-20,0.46988523
2015-05-21,0.00672424
2015-05-22,0.063339807
2015-05-26,#N/A
2015-05-27,0.142716244
2015-05-28,#N/A
2015-05-29,#N/A
2015-06-01,0.111862287
2015-06-02,#N/A
2015-06-03,-0.936460793
2015-06-04,0.850735545
2015-06-05,0.00693237
2015-06-08,-0.013530359
2015-06-09,#N/A
2015-06-10,-0.247653171
2015-06-11,0.469585091
2015-06-12,#N/A
2015-06-15,#N/A
2015-06-16,0.410353035
2015-06-17,#N/A
2015-06-18,0.050573364
2015-06-19,0.892886579
2015-06-22,0.03468971
2015-06-23,0.701625347
2015-06-24,0.710837722
2015-06-25,#N/A
2015-06-26,#N/A
2015-06-29,#N/A
2015-06-30,-0.936228991
2015-07-01,-0.234468505
2015-07-02,#N/A
2015-07-06,#N/A
2015-07-07,#N/A
2015-07-08,0.077288836
2015-07-09,-0.973867118
2015-07-10,#N/A
2015-07-13,-0.708501875
2015-07-14,0.10373418
2015-07-15,#N/A
2015-07-16,#N/A
2015-07-17,#N/A
2015-07-20,0.666247785
2015-07-21,-0.048304059
2015-07-22,-0.59537375
2015-07-23,#N/A
2015-07-24,#N/A
2015-07-27,0.490297318
2015-07-28,#N/A
2015-07-29,#N/A
2015-07-30,0.094520062
2015-07-31,#N/A
2015-08-03,0.245305106
2015-08-04,-0.961015344
2015-08-05,-0.7953192
2015-08-06,#N/A
2015-08-07,0.029416934
2015-08-10,0.702431083
2015-08-11,-0.897959471
2015-08-12,#N/A
2015-08-13,0.028991854
2015-08-14,0.040736891
2015-08-17,#N/A
2015-08-18,#N/A
2015-08-19,#N/A
2015-08-20,0.045390129
2015-08-21,0.901768565
2015-08-24,-0.910848081
2015-08-25,0.65999949
2015-08-26,0.885088444
2015-08-27,0.062694103
2015-08-28,0.014518872
2015-08-31,0.706940353
2015-09-01,0.13858217
2015-09-02,0.171860024
2015-09-03,#N/A
2015-09-04,0.712834775
2015-09-08,#N/A
2015-09-09,0.779463649
2015-09-10,0.1499843
2015-09-11,#N/A
2015-09-14,0.247119695
2015-09-15,#N/A
2015-09-16,0.831264317
2015-09-17,#N/A
2015-09-18,0.270984083
2015-09-21,0.669915438
2015-09-22,0.102158889
2015-09-23,#N/A
2015-09-24,#N/A
2015-09-25,0.406861544
2015-09-28,0.190504491
2015-09-29,#N/A
2015-09-30,0.533660829
2015-10-01,-0.021685399
2015-10-02,0.060627047
2015-10-05,#N/A
2015-10-06,#N/A
2015-10-07,#N/A
2015-10-08,-0.963953972
2015-10-09,0.027652275
2015-10-12,#N/A
2015-10-13,0.38747707
2015-10-14,#N/A
2015-10-15,#N/A
2015-10-16,0.738641739
2015-10-19,#N/A
2015-10-20,0.01504219
2015-10-21,-0.049478918
2015-10-22,#N/A
2015-10-23,0.022330213
2015-10-26,-0.967175245
2015-10-27,0.010261238
2015-10-28,0.866578341
2015-10-29,#N/A
2015-10-30,#N/A
2015-11-02,#N/A
2015-11-03,0.862712622
2015-11-04,#N/A
2015-11-05,0.021399759
2015-11-06,#N/A
2015-11-09,0.098945245
2015-11-10,-0.876116514
2015-11-11,0.038776327
2015-11-12,#N/A
2015-11-13,#N/A
2015-11-16,#N/A
2015-11-17,#N/A
2015-11-18,0.451508522
2015-11-19,0.719644547
2015-11-20,-0.514655352
2015-11-23,0.061686721
2015-11-24,#N/A
2015-11-25,0.300678402
2015-11-27,#N/A
2015-11-30,0.208619595
2015-12-01,0.896760523
2015-12-02,#N/A
2015-12-03,0.023536589
2015-12-04,-0.373025596
2015-12-07,#N/A
2015-12-08,-0.936117887
2015-12-09,#N/A
2015-12-10,0.733953238
2015-12-11,#N/A
2015-12-14,-0.962468982
2015-12-15,-0.888540745
2015-12-16,#N/A
2015-12-17,0.002101764
2015-12-18,#N/A
2015-12-21,0.577606261
2015-12-22,#N/A
2015-12-23,#N/A
2015-12-24,#N/A
2015-12-28,#N/A
2015-12-29,#N/A
2015-12-30,0.034225915
2015-12-31,#N/A
2016-01-04,0.902003288
2016-01-05,-0.95992285
2016-01-06,0.200702518
2016-01-07,0.007624321
2016-01-08,-0.927947521
2016-01-11,-0.389148116
2016-01-12,-0.965479314
2016-01-13,#N/A
2016-01-14,#N/A
2016-01-15,-0.655134797
2016-01-19,0.538994133
2016-01-20,#N/A
2016-01-21,#N/A
2016-01-22,-0.275952071
2016-01-25,-0.957863808
2016-01-26,0.006781908
2016-01-27,-0.888141632
2016-01-28,#N/A
2016-01-29,0.306803256
2016-02-01,0.099729344
2016-02-02,0.038666107
2016-02-03,0.784677863
2016-02-04,#N/A
2016-02-05,#N/A
2016-02-08,0.232228637
2016-02-09,#N/A
2016-02-10,#N/A
2016-02-11,-0.880251884
2016-02-12,0.110409804
2016-02-16,0.016862934
2016-02-17,0.004683316
2016-02-18,-0.469814003
2016-02-19,-0.871519923
2016-02-22,0.089999594
2016-02-23,#N/A
2016-02-24,0.018131286
2016-02-25,-0.766752005
2016-02-26,0.042542025
2016-02-29,#N/A
2016-03-01,-0.859285653
2016-03-02,0.02531727
2016-03-03,0.729186296
2016-03-04,#N/A
2016-03-07,0.04748705
2016-03-08,-0.361658335
2016-03-09,#N/A
2016-03-10,0.044211462
2016-03-11,#N/A
2016-03-14,#N/A
2016-03-15,0.10594739
2016-03-16,0.069560274
2016-03-17,#N/A
2016-03-18,0.065827519
2016-03-21,0.676716089
2016-03-22,0.088858038
2016-03-23,-0.951092064
2016-03-24,0.860816777
2016-03-28,#N/A
2016-03-29,#N/A
2016-03-30,-0.043350853
2016-03-31,0.019850647
2016-04-01,#N/A
2016-04-04,0.104898117
2016-04-05,#N/A
2016-04-06,#N/A
2016-04-07,#N/A
2016-04-08,#N/A
2016-04-11,#N/A
2016-04-12,#N/A
2016-04-13,-0.947509408
2016-04-14,#N/A
2016-04-15,-0.916736424
2016-04-18,0.855188429
2016-04-19,-0.042595513
2016-04-20,-0.872107029
2016-04-21,#N/A
2016-04-22,-0.962458551
2016-04-25,0.49847579
2016-04-26,0.018339567
2016-04-27,#N/A
2016-04-28,-0.071603335
2016-04-29,#N/A
2016-05-02,0.00247965
2016-05-03,-0.373813093
2016-05-04,0.011896838
2016-05-05,0.845360875
2016-05-06,#N/A
2016-05-09,#N/A
2016-05-10,#N/A
2016-05-11,#N/A
2016-05-12,-0.943726838
2016-05-13,0.021148859
2016-05-16,0.097367056
2016-05-17,#N/A
2016-05-18,#N/A
2016-05-19,0.270365059
2016-05-20,#N/A
2016-05-23,0.837764859
2016-05-24,0.60013175
2016-05-25,-0.804921806
2016-05-26,0.187373757
2016-05-27,#N/A
2016-05-31,0.203554779
2016-06-01,#N/A
2016-06-02,0.024764031
2016-06-03,#N/A
2016-06-06,#N/A
2016-06-07,#N/A
2016-06-08,-0.047416449
2016-06-09,-0.97108525
2016-06-10,0.05179029
2016-06-13,0.047409736
2016-06-14,#N/A
2016-06-15,0.343500346
2016-06-16,#N/A
2016-06-17,0.920151949
2016-06-20,0.148629427
2016-06-21,#N/A
2016-06-22,#N/A
2016-06-23,#N/A
2016-06-24,#N/A
2016-06-27,#N/A
2016-06-28,#N/A
2016-06-29,#N/A
2016-06-30,0.317515254
2016-07-01,0.06475912
2016-07-05,#N/A
2016-07-06,-0.596785188
2016-07-07,#N/A
2016-07-08,#N/A
2016-07-11,#N/A
2016-07-12,#N/A
2016-07-13,#N/A
2016-07-14,#N/A
2016-07-15,-0.029785313
2016-07-18,0.13284485
2016-07-19,0.023088969
2016-07-20,#N/A
2016-07-21,#N/A
2016-07-22,-0.461329132
2016-07-25,0.031185575
2016-07-26,0.497597694
2016-07-27,0.320430309
2016-07-28,-0.911570013
2016-07-29,-0.845616758
2016-08-01,#N/A
2016-08-02,0.032430828
2016-08-03,-0.081768379
2016-08-04,0.769236267
2016-08-05,0.204097226
2016-08-08,0.050299849
2016-08-09,#N/A
2016-08-10,0.029946025
2016-08-11,#N/A
2016-08-12,#N/A
2016-08-15,0.891326308
2016-08-16,-0.896029532
2016-08-17,-0.968639195
2016-08-18,0.726138651
2016-08-19,0.770115614
2016-08-22,0.170689479
2016-08-23,#N/A
2016-08-24,#N/A
2016-08-25,-0.852421284
2016-08-26,-0.836329341
2016-08-29,0.203313142
2016-08-30,0.09557645
2016-08-31,-0.088477448
2016-09-01,0.032054964
2016-09-02,-0.750484347
2016-09-06,#N/A
2016-09-07,0.034710318
2016-09-08,0.576032877
2016-09-09,0.112524912
2016-09-12,0.025969855
2016-09-13,-0.070392862
2016-09-14,0.663084447
2016-09-15,0.301095486
2016-09-16,0.905733407
2016-09-19,-0.760283589
2016-09-20,0.406469584
2016-09-21,0.063811898
2016-09-22,0.401973903
2016-09-23,-0.243464559
2016-09-26,-0.415913641
2016-09-27,#N/A
2016-09-28,0.823169708
2016-09-29,-0.890146196
2016-09-30,0.352002591
2016-10-03,-0.188843668
2016-10-04,0.027498338
2016-10-05,0.299057424
2016-10-06,-0.939935982
2016-10-07,0.147861585
2016-10-10,-0.881671429
2016-10-11,0.04665301
2016-10-12,0.18378827
2016-10-13,0.205728501
2016-10-14,4.36e-05
2016-10-17,-0.059298068
2016-10-18,0.144852355
2016-10-19,0.018595595
2016-10-20,0.079087175
2016-10-21,-0.084354773
2016-10-24,-0.056299709
2016-10-25,0.0215616
2016-10-26,-0.748599887
2016-10-27,0.402186841
2016-10-28,0.595405698
2016-10-31,0.354422688
2016-11-01,0.05533421
2016-11-02,-0.300816894
2016-11-03,-0.095346451
2016-11-04,-0.138489366
2016-11-07,-0.966400325
2016-11-08,-0.762204349
2016-11-09,-0.145766452
2016-11-10,-0.770937562
2016-11-11,0.161114961
2016-11-14,0.101072788
2016-11-15,#N/A
2016-11-16,#N/A
2016-11-17,-0.876451552
2016-11-18,0.213503703
2016-11-21,0.149600804
2016-11-22,-0.02557921
2016-11-23,#N/A
2016-11-25,#N/A
2016-11-28,0.020469919
2016-11-29,#N/A
2016-11-30,-0.917196214
2016-12-01,0.133357376
2016-12-02,#N/A
2016-12-05,-0.880324841
2016-12-06,-0.384693772
2016-12-07,-0.450875372
2016-12-08,#N/A
2016-12-09,0.06994886
2016-12-12,0.137731582
2016-12-13,0.046637431
2016-12-14,#N/A
2016-12-15,0.695282161
2016-12-16,0.078403577
2016-12-19,0.001776986
2016-12-20,0.085122861
2016-12-21,-0.913945496
2016-12-22,#N/A
2016-12-23,0.090004876
2016-12-27,0.007375099
2016-12-28,#N/A
2016-12-29,-0.959386706
2016-12-30,-0.904054344
2017-01-03,0.124378622
2017-01-04,-0.400568545
2017-01-05,0.593436539
2017-01-06,0.248083115
2017-01-09,0.204219475
2017-01-10,0.065363668
2017-01-11,-0.020802855
2017-01-12,0.108253583
2017-01-13,0.142327189
2017-01-17,0.057022896
2017-01-18,#N/A
2017-01-19,0.047469538
2017-01-20,-0.86643672
2017-01-23,0.780276775
2017-01-24,-0.121959992
2017-01-25,-0.849569201
2017-01-26,#N/A
2017-01-27,0.636929035
2017-01-30,-0.16145359
2017-01-31,0.0215616
2017-02-01,0.642656088
2017-02-02,0.611215055
2017-02-03,0.103696093
2017-02-06,-0.432651341
2017-02-07,0.662417054
2017-02-08,0.248280644
2017-02-09,#N/A
2017-02-10,-0.224409997
2017-02-13,-0.86754787
2017-02-14,0.639542282
2017-02-15,#N/A
2017-02-16,-0.012906507
2017-02-17,0.069277748
2017-02-21,0.071746573
2017-02-22,0.151273116
2017-02-23,#N/A
2017-02-24,#N/A
2017-02-27,0.484266937
2017-02-28,0.437167883
2017-03-01,-0.647013485
2017-03-02,-0.895549715
2017-03-03,0.348386943
2017-03-06,0.566367686
2017-03-07,#N/A
2017-03-08,-0.545093656
2017-03-09,#N/A
2017-03-10,#N/A
2017-03-13,#N/A
2017-03-14,-0.823557258
2017-03-15,0.36072436
2017-03-16,-0.671689391
2017-03-17,0.063796431
2017-03-20,0.753276765
2017-03-21,0.078700736
2017-03-22,#N/A
2017-03-23,0.059100799
2017-03-24,0.308509886
2017-03-27,0.042140901
2017-03-28,#N/A
2017-03-29,0.399865478
2017-03-30,-0.74552387
2017-03-31,0.077539682
2017-04-03,0.189674854
2017-04-04,0.067151107
2017-04-05,#N/A
2017-04-06,0.00713715
2017-04-07,-0.002889566
2017-04-10,-0.171631545
2017-04-11,0.663511038
2017-04-12,-0.018369243
2017-04-13,0.103689432
2017-04-17,#N/A
2017-04-18,#N/A
2017-04-19,#N/A
2017-04-20,0.418702304
2017-04-21,0.160752222
2017-04-24,0.001456778
2017-04-25,0.0368926
2017-04-26,#N/A
2017-04-27,0.014624057
2017-04-28,0.094245598
2017-05-01,#N/A
2017-05-02,-0.966014922
2017-05-03,0.743036032
2017-05-04,#N/A
2017-05-05,0.782087684
2017-05-08,0.383413941
2017-05-09,#N/A
2017-05-10,-0.849820018
2017-05-11,0.050652966
2017-05-12,-0.042997621
2017-05-15,0.571423173
2017-05-16,#N/A
2017-05-17,0.575543702
2017-05-18,0.13415888
2017-05-19,-0.287867546
2017-05-22,#N/A
2017-05-23,0.625178099
2017-05-24,#N/A
2017-05-25,-0.832648337
2017-05-26,0.024278671
2017-05-30,-0.502245724
2017-05-31,0.141849294
2017-06-01,0.163715094
2017-06-02,0.272883862
2017-06-05,0.031264775
2017-06-06,0.078585997
2017-06-07,0.030601922
2017-06-08,0.663989902
2017-06-09,-0.956461668
2017-06-12,-0.954887748
2017-06-13,0.299696565
2017-06-14,0.740693629
2017-06-15,-0.278929412
2017-06-16,-0.013736002
2017-06-19,0.167477161
2017-06-20,-0.838437557
2017-06-21,0.222592548
2017-06-22,0.115093701
2017-06-23,-0.889852762
2017-06-26,0.301996231
2017-06-27,0.004416697
2017-06-28,0.626919389
2017-06-29,#N/A
2017-06-30,#N/A
2017-07-03,-0.910080075
2017-07-05,-0.257613629
2017-07-06,-0.824442089
2017-07-07,0.06945762
2017-07-10,0.026178064
2017-07-11,-0.887543797
2017-07-12,-0.970774114
2017-07-13,-0.206381768
2017-07-14,0.005861357
2017-07-17,0.042703629
2017-07-18,#N/A
2017-07-19,-0.934658468
2017-07-20,0.0251972
2017-07-21,0.103146926
2017-07-24,0.841523528
2017-07-25,0.25156948
2017-07-26,0.055874024
2017-07-27,#N/A
2017-07-28,0.1109621
2017-07-31,-0.718491793
2017-08-01,-0.160920605
2017-08-02,0.527036428
2017-08-03,0.036167748
2017-08-04,-0.954486609
2017-08-07,0.048943702
2017-08-08,0.215155512
2017-08-09,0.539315403
2017-08-10,0.282079488
2017-08-11,0.505102575
2017-08-14,0.500179589
2017-08-15,0.076605499
2017-08-16,-0.0582841
2017-08-17,0.015142596
2017-08-18,0.033003375
2017-08-21,0.095205255
2017-08-22,0.109412737
2017-08-23,-0.960071564
2017-08-24,0.055697881
2017-08-25,0.019616494
2017-08-28,0.01496996
2017-08-29,-0.943173945
2017-08-30,0.133348554
2017-08-31,-0.959339321
2017-09-01,-0.328788996
2017-09-05,0.037124358
2017-09-06,-0.210957453
2017-09-07,-0.914945245
2017-09-08,-0.936897516
2017-09-11,-0.923238397
2017-09-12,0.028219093
2017-09-13,0.128309295
2017-09-14,-0.888396621
2017-09-15,-0.009655597
2017-09-18,-0.021076981
2017-09-19,0.061476558
2017-09-20,-0.038144495
2017-09-21,-0.422912598
2017-09-22,0.324089676
2017-09-25,-0.025469206
2017-09-26,0.079790875
2017-09-27,-0.251064718
2017-09-28,-0.529741049
2017-09-29,0.171142936
2017-10-02,0.045421332
2017-10-03,0.074927837
2017-10-04,0.396763802
2017-10-05,-0.090018779
2017-10-06,-0.954946816
2017-10-09,0.485476404
2017-10-10,0.826679587
2017-10-11,0.027780049
2017-10-12,-0.905922651
2017-10-13,-0.924233556
2017-10-16,0.898402572
2017-10-17,0.423806399
2017-10-18,#N/A
2017-10-19,-0.953185797
2017-10-20,-0.021733791
2017-10-23,0.24668549
2017-10-24,0.116846517
2017-10-25,-0.893676877
2017-10-26,#N/A
2017-10-27,0.031263731
2017-10-30,0.717400789
2017-10-31,0.442636013
2017-11-01,-0.103107177
2017-11-02,0.816834033
2017-11-03,0.211724713
2017-11-06,0.05167675
2017-11-07,-0.592071354
2017-11-08,0.10066662
2017-11-09,0.212009013
2017-11-10,0.066315211
2017-11-13,0.056437816
2017-11-14,-0.125373304
2017-11-15,0.052382007
2017-11-16,-0.881787777
2017-11-17,-0.466505438
2017-11-20,0.009109359
2017-11-21,0.545592785
2017-11-22,0.1355896
2017-11-24,#N/A
2017-11-27,-0.957210243
2017-11-28,0.091246933
2017-11-29,0.003852256
2017-11-30,-0.813465774
2017-12-01,#N/A
2017-12-04,0.057397585
2017-12-05,0.137792841
2017-12-06,-0.957945168
2017-12-07,0.072964586
2017-12-08,0.053357568
2017-12-11,0.088633694
2017-12-12,0.039737083
2017-12-13,0.010090165
2017-12-14,#N/A
2017-12-15,-0.88814342
2017-12-18,0.750366688
2017-12-19,-0.855424941
2017-12-20,0.017346362
2017-12-21,0.066078298
2017-12-22,-0.834833801
2017-12-26,-0.126804128
2017-12-27,0.185694903
2017-12-28,-0.269801885
2017-12-29,-0.822548032
2018-01-02,0.161503956
2018-01-03,#N/A
2018-01-04,-0.067310505
2018-01-05,-0.481761754
2018-01-08,0.039839104
2018-01-09,0.654530942
2018-01-10,-0.759032249
2018-01-11,#N/A
2018-01-12,0.24611789
2018-01-16,0.884610236
2018-01-17,0.074063413
2018-01-18,-0.970439494
2018-01-19,0.065921806
2018-01-22,0.078179315
2018-01-23,-0.727554321
2018-01-24,-0.17454125
2018-01-25,0.666694999
2018-01-26,-0.297938347
2018-01-29,0.216884226
2018-01-30,-0.789348722
2018-01-31,-0.282069892
2018-02-01,-0.937497675
2018-02-02,0.12389674
2018-02-05,0.187808648
2018-02-06,0.115372382
2018-02-07,0.537877798
2018-02-08,-0.444555283
2018-02-09,#N/A
2018-02-12,0.130724147
2018-02-13,-0.876970887
2018-02-14,0.61533916
2018-02-15,0.367907315
2018-02-16,0.153978229
2018-02-20,#N/A
2018-02-21,-0.10703443
2018-02-22,0.232283935
2018-02-23,#N/A
2018-02-26,0.008854996
2018-02-27,0.026264682
2018-02-28,-0.055256322
2018-03-01,0.795825064
2018-03-02,-0.937792063
2018-03-05,-0.461870223
2018-03-06,0.781591296
2018-03-07,-0.009433728
2018-03-08,0.192588419
2018-03-09,#N/A
2018-03-12,0.837664485
2018-03-13,0.068977945
2018-03-14,-0.30850333
2018-03-15,-0.782341778
2018-03-16,-0.828627408
2018-03-19,-0.912937224
2018-03-20,0.422420025
2018-03-21,0.200861707
2018-03-22,-0.016390964
2018-03-23,0.825926065
2018-03-26,0.127885938
2018-03-27,0.026736181
2018-03-28,-0.621333361
2018-03-29,0.028239053
2018-04-02,-0.861143887
2018-04-03,0.23373878
2018-04-04,-0.040190145
2018-04-05,-0.405502677
2018-04-06,-0.838993192
2018-04-09,0.250839949
2018-04-10,-0.002350951
2018-04-11,0.1122308
2018-04-12,-0.926809728
2018-04-13,0.739231229
2018-04-16,-0.797779739
2018-04-17,0.181262746
2018-04-18,#N/A
2018-04-19,-0.949329734
2018-04-20,-0.714667261
2018-04-23,-0.817042708
2018-04-24,-0.804224074
2018-04-25,-0.113186821
2018-04-26,-0.942981064
2018-04-27,0.046376929
2018-04-30,0.016859567
2018-05-01,0.651051104
2018-05-02,-0.291313797
2018-05-03,#N/A
2018-05-04,0.020981282
2018-05-07,0.020515405
2018-05-08,0.050472103
2018-05-09,0.149654537
2018-05-10,0.702651203
2018-05-11,#N/A
2018-05-14,0.045133974
2018-05-15,0.018701414
2018-05-16,0.068239115
2018-05-17,#N/A
2018-05-18,0.090567067
2018-05-21,-0.953303218
2018-05-22,0.06685625
2018-05-23,0.797649741
2018-05-24,-0.504650176
2018-05-25,0.071051106
2018-05-29,-0.818521976
2018-05-30,0.086262941
2018-05-31,-0.915204346
2018-06-01,0.043903481
2018-06-04,0.079301514
2018-06-05,-0.009954005
2018-06-06,-0.901329279
2018-06-07,#N/A
2018-06-08,-0.943754494
2018-06-11,-0.148154527
2018-06-12,-0.909000635
2018-06-13,-0.930466294
2018-06-14,0.549426675
2018-06-15,0.17565167
2018-06-18,0.019873098
2018-06-19,-0.827302933
2018-06-20,0.20926477
2018-06-21,0.040633474
2018-06-22,#N/A
2018-06-25,0.22471489
2018-06-26,0.400888443
2018-06-27,-0.034492835
2018-06-28,0.013105952
2018-06-29,0.032676578
2018-07-02,0.045879588
2018-07-03,#N/A
2018-07-05,#N/A
2018-07-06,0.883016288
2018-07-09,-0.066301316
2018-07-10,-0.440221339
2018-07-11,-0.843158185
2018-07-12,0.919749975
2018-07-13,0.420301586
2018-07-16,0.793606639
2018-07-17,#N/A
2018-07-18,#N/A
2018-07-19,-0.932993889
2018-07-20,0.686252356
2018-07-23,#N/A
2018-07-24,-0.788897693
2018-07-25,-0.916799486
2018-07-26,0.917013645
2018-07-27,0.026132639
2018-07-30,#N/A
2018-07-31,0.064628035
2018-08-01,0.707187295
2018-08-02,0.006075541
2018-08-03,#N/A
2018-08-06,-0.672967672
2018-08-07,-0.773895323
2018-08-08,0.04984314
2018-08-09,0.238400817
2018-08-10,-0.963227391
2018-08-13,-0.036975101
2018-08-14,0.529015839
2018-08-15,-0.941627264
2018-08-16,#N/A
2018-08-17,0.354381502
2018-08-20,-0.945679843
2018-08-21,0.247489393
2018-08-22,-0.893470049
2018-08-23,0.06736441
2018-08-24,#N/A
2018-08-27,0.132679373
2018-08-28,0.123541504
2018-08-29,-0.880561411
2018-08-30,0.001596373
2018-08-31,-0.080121562
2018-09-04,-0.957103789
2018-09-05,0.735705495
2018-09-06,0.104633175
2018-09-07,0.028740389
2018-09-10,0.209594384
2018-09-11,0.046381846
2018-09-12,0.042850845
2018-09-13,-0.907404661
2018-09-14,0.842614651
2018-09-17,-0.037893347
2018-09-18,-0.170888871
2018-09-19,0.086864911
2018-09-20,0.277478576
2018-09-21,0.016262203
2018-09-24,0.48199898
2018-09-25,0.102051228
2018-09-26,-0.965224743
2018-09-27,-0.791657567
2018-09-28,0.134830832
2018-10-01,0.82052213
2018-10-02,#N/A
2018-10-03,-0.106750704
2018-10-04,-0.345040262
2018-10-05,-0.497186601
2018-10-08,0.564460278
2018-10-09,-0.770633698
2018-10-10,-0.000191392
2018-10-11,0.033027396
2018-10-12,-0.891462862
2018-10-15,0.020024005
2018-10-16,-0.921245217
2018-10-17,0.427607
2018-10-18,0.651856124
2018-10-19,-0.354829937
2018-10-22,#N/A
2018-10-23,0.569181025
2018-10-24,0.526502132
2018-10-25,#N/A
2018-10-26,#N/A
2018-10-29,-0.947709203
2018-10-30,0.064619295
2018-10-31,0.913079977
2018-11-01,-0.950242698
2018-11-02,-0.9669227
2018-11-05,-0.936950505
2018-11-06,-0.428429037
2018-11-07,-0.897726715
2018-11-08,0.130178571
2018-11-09,0.024958672
2018-11-12,-0.621591926
2018-11-13,-0.905381501
2018-11-14,-0.589538455
2018-11-15,0.055292979
2018-11-16,#N/A
2018-11-19,0.13046059
2018-11-20,0.547835946
2018-11-21,0.146554768
2018-11-23,0.464862049
2018-11-26,0.31617406
2018-11-27,-0.847137749
2018-11-28,#N/A
2018-11-29,-0.90715605
2018-11-30,0.520025074
2018-12-03,-0.157879114
2018-12-04,-0.225316077
2018-12-06,-0.820119202
2018-12-07,-0.213465452
2018-12-10,-0.896650434
2018-12-11,0.103780814
2018-12-12,-0.227446988
